review,date,source,review_id,sentences,sentence_id,sentence,sent_len,emoji_desc
Not your typical snow cone . ,2019-12-09 19:42:48,Twitter,82,['Not your typical snow cone .'],0,"Not your typical snow cone ., ",28,
"Seattle My friends with Starbucks , MarysPlaceWA and EnchantSEA are helping local unsheltered families make their way to permanent housing this holiday season a Night of Giving on Monday Dec 9th .  Buy tickets support important cause here",2019-12-08 02:15:11,Twitter,83,"['Seattle My friends with Starbucks , MarysPlaceWA and EnchantSEA are helping local unsheltered families make their way to permanent housing this holiday season a Night of Giving on Monday Dec 9th .', 'Buy tickets support important cause here']",0,"Seattle My friends with Starbucks , MarysPlaceWA and EnchantSEA are helping local unsheltered families make their way to permanent housing this holiday season a Night of Giving on Monday Dec th ., ",196,
"Seattle My friends with Starbucks , MarysPlaceWA and EnchantSEA are helping local unsheltered families make their way to permanent housing this holiday season a Night of Giving on Monday Dec 9th .  Buy tickets support important cause here",2019-12-08 02:15:11,Twitter,83,"['Seattle My friends with Starbucks , MarysPlaceWA and EnchantSEA are helping local unsheltered families make their way to permanent housing this holiday season a Night of Giving on Monday Dec 9th .', 'Buy tickets support important cause here']",1,"Buy tickets support important cause here, ",40,
Top off the morning with a limitedrelease new holiday classic . ,2019-12-06 19:30:00,Twitter,84,['Top off the morning with a limitedrelease new holiday classic .'],0,"Top off the morning with a limitedrelease new holiday classic ., ",63,
"Lights , coffee action drops by a local Starbucks in search of an aspiring screenwriter with script thats ready to produce and shoot .  Immediately In that very ad",2019-12-05 22:27:16,Twitter,85,"['Lights , coffee action drops by a local Starbucks in search of an aspiring screenwriter with script thats ready to produce and shoot .', 'Immediately In that very ad']",0,"Lights , coffee action drops by a local Starbucks in search of an aspiring screenwriter with script thats ready to produce and shoot ., ",134,
"Lights , coffee action drops by a local Starbucks in search of an aspiring screenwriter with script thats ready to produce and shoot .  Immediately In that very ad",2019-12-05 22:27:16,Twitter,85,"['Lights , coffee action drops by a local Starbucks in search of an aspiring screenwriter with script thats ready to produce and shoot .', 'Immediately In that very ad']",1,"Immediately In that very ad, ",27,
"Just when we thought our couldnt get any cuter .  Instagram csmarra , loveeesally",2019-12-05 19:30:00,Twitter,86,"['Just when we thought our couldnt get any cuter .', 'Instagram csmarra , loveeesally']",0,"Just when we thought our couldnt get any cuter ., ",48,
"Just when we thought our couldnt get any cuter .  Instagram csmarra , loveeesally",2019-12-05 19:30:00,Twitter,86,"['Just when we thought our couldnt get any cuter .', 'Instagram csmarra , loveeesally']",1,"Instagram csmarra , loveeesally, ",31,
Happy holiYAYs Tell us your goto coffee order and well help you dress it up for the holidays . ,2019-12-04 22:19:03,Twitter,87,['Happy holiYAYs Tell us your goto coffee order and well help you dress it up for the holidays .'],0,"Happy holiYAYs Tell us your goto coffee order and well help you dress it up for the holidays ., ",94,
"Today on GivingTuesday , join us in supporting our neighbors and local communities .  Through December The Starbucks Foundation will be matching donations to BBBSA UnitedWay FeedingAmerica up 200,000 each Learn more give GiveTogether",2019-12-03 19:32:40,Twitter,88,"['Today on GivingTuesday , join us in supporting our neighbors and local communities .', 'Through December The Starbucks Foundation will be matching donations to BBBSA UnitedWay FeedingAmerica up 200,000 each Learn more give GiveTogether']",0,"Today on GivingTuesday , join us in supporting our neighbors and local communities ., ",84,
"Today on GivingTuesday , join us in supporting our neighbors and local communities .  Through December The Starbucks Foundation will be matching donations to BBBSA UnitedWay FeedingAmerica up 200,000 each Learn more give GiveTogether",2019-12-03 19:32:40,Twitter,88,"['Today on GivingTuesday , join us in supporting our neighbors and local communities .', 'Through December The Starbucks Foundation will be matching donations to BBBSA UnitedWay FeedingAmerica up 200,000 each Learn more give GiveTogether']",1,"Through December The Starbucks Foundation will be matching donations to BBBSA UnitedWay FeedingAmerica up , each Learn more give GiveTogether, ",147,
Introducing the limitedrelease Irish Cream Cold Brewa new take on a holiday classic . ,2019-12-03 18:30:01,Twitter,89,['Introducing the limitedrelease Irish Cream Cold Brewa new take on a holiday classic .'],0,"Introducing the limitedrelease Irish Cream Cold Brewa new take on a holiday classic ., ",85,
"For a little holiday magic , just add Snowman Cake Pop . ",2019-12-02 23:33:04,Twitter,90,"['For a little holiday magic , just add Snowman Cake Pop .']",0,"For a little holiday magic , just add Snowman Cake Pop ., ",56,
Whats your holiday order Were Iced Peppermint Mocha . ,2019-11-29 19:30:01,Twitter,91,['Whats your holiday order Were Iced Peppermint Mocha .'],0,"Whats your holiday order Were Iced Peppermint Mocha ., ",53,
"Favorite Thanksgiving tradition our annual Family Songs playlist with songs from sisters , brothers husbands wives .  Did we miss any of your favorite family bands",2019-11-20 23:39:13,Twitter,92,"['Favorite Thanksgiving tradition our annual Family Songs playlist with songs from sisters , brothers husbands wives .', 'Did we miss any of your favorite family bands']",0,"Favorite Thanksgiving tradition our annual Family Songs playlist with songs from sisters , brothers husbands wives ., ",116,
"Favorite Thanksgiving tradition our annual Family Songs playlist with songs from sisters , brothers husbands wives .  Did we miss any of your favorite family bands",2019-11-20 23:39:13,Twitter,92,"['Favorite Thanksgiving tradition our annual Family Songs playlist with songs from sisters , brothers husbands wives .', 'Did we miss any of your favorite family bands']",1,"Did we miss any of your favorite family bands, ",45,
"Thank you for spreading kindness , Ayvah .  The world needs more of this",2019-11-27 22:43:45,Twitter,93,"['Thank you for spreading kindness , Ayvah .', 'The world needs more of this']",0,"Thank you for spreading kindness , Ayvah ., ",42,
"Thank you for spreading kindness , Ayvah .  The world needs more of this",2019-11-27 22:43:45,Twitter,93,"['Thank you for spreading kindness , Ayvah .', 'The world needs more of this']",1,"The world needs more of this, ",28,
2009 Drinking coffee .  2019 Still drinking 10YearChallenge,2019-11-28 02:20:19,Twitter,94,"['2009 Drinking coffee .', '2019 Still drinking 10YearChallenge']",0," Drinking coffee ., ",22,
2009 Drinking coffee .  2019 Still drinking 10YearChallenge,2019-11-28 02:20:19,Twitter,94,"['2009 Drinking coffee .', '2019 Still drinking 10YearChallenge']",1," Still drinking YearChallenge, ",35,
"Its the busiest travel day of year , which means many you are on your way .  right now Which type holiday traveler",2019-11-27 13:30:00,Twitter,95,"['Its the busiest travel day of year , which means many you are on your way .', 'right now Which type holiday traveler']",0,"Its the busiest travel day of year , which means many you are on your way ., ",75,
"Its the busiest travel day of year , which means many you are on your way .  right now Which type holiday traveler",2019-11-27 13:30:00,Twitter,95,"['Its the busiest travel day of year , which means many you are on your way .', 'right now Which type holiday traveler']",1,"right now Which type holiday traveler, ",37,
"From new recyclable , strawless lids that require less plastic to responsibly sourced alternatives were working toward our goal of eliminating straws globally by the end 2020 .  Read more",2019-11-26 23:02:43,Twitter,96,"['From new recyclable , strawless lids that require less plastic to responsibly sourced alternatives were working toward our goal of eliminating straws globally by the end 2020 .', 'Read more']",0,"From new recyclable , strawless lids that require less plastic to responsibly sourced alternatives were working toward our goal of eliminating straws globally by the end  ., ",176,
"From new recyclable , strawless lids that require less plastic to responsibly sourced alternatives were working toward our goal of eliminating straws globally by the end 2020 .  Read more",2019-11-26 23:02:43,Twitter,96,"['From new recyclable , strawless lids that require less plastic to responsibly sourced alternatives were working toward our goal of eliminating straws globally by the end 2020 .', 'Read more']",1,"Read more, ",9,
"Made with minty , merry magic .  drink",2019-11-26 19:30:00,Twitter,97,"['Made with minty , merry magic .', 'drink']",0,"Made with minty , merry magic ., ",31,
"Made with minty , merry magic .  drink",2019-11-26 19:30:00,Twitter,97,"['Made with minty , merry magic .', 'drink']",1,"drink, ",5,
Tis the season of holiday travel Show us where youre goingor youve beenby sharing a photo your Starbucks mugs from around world . ,2019-11-25 19:30:00,Twitter,98,['Tis the season of holiday travel Show us where youre goingor youve beenby sharing a photo your Starbucks mugs from around world .'],0,"Tis the season of holiday travel Show us where youre goingor youve beenby sharing a photo your Starbucks mugs from around world ., ",129,
"When I die , who can trust to bury me with a Starbucks Holiday Panini",2019-11-20 01:40:38,Twitter,99,"['When I die , who can trust to bury me with a Starbucks Holiday Panini']",0,"When I die , who can trust to bury me with a Starbucks Holiday Panini, ",69,
Peppermint perfection .  PeppermintMocha,2019-11-22 20:40:44,Twitter,100,"['Peppermint perfection .', 'PeppermintMocha']",0,"Peppermint perfection ., ",23,
Peppermint perfection .  PeppermintMocha,2019-11-22 20:40:44,Twitter,100,"['Peppermint perfection .', 'PeppermintMocha']",1,"PeppermintMocha, ",15,
Deck the whip with bits of brule CaramelBruleLatte,2019-11-21 19:32:00,Twitter,101,['Deck the whip with bits of brule CaramelBruleLatte'],0,"Deck the whip with bits of brule CaramelBruleLatte, ",50,
White chocolate snowflakes and mountains of whip .  Feeling more merry with every sip,2019-11-20 19:30:01,Twitter,102,"['White chocolate snowflakes and mountains of whip .', 'Feeling more merry with every sip']",0,"White chocolate snowflakes and mountains of whip ., ",50,
White chocolate snowflakes and mountains of whip .  Feeling more merry with every sip,2019-11-20 19:30:01,Twitter,102,"['White chocolate snowflakes and mountains of whip .', 'Feeling more merry with every sip']",1,"Feeling more merry with every sip, ",33,
"Im proud to announce that Starbucks newest opens today in Penang , Malaysia expanding career opportunities for Deaf and Hard of Hearing partners the heart Penangs historic community .  StarbucksSigns",2019-11-19 08:32:51,Twitter,103,"['Im proud to announce that Starbucks newest opens today in Penang , Malaysia expanding career opportunities for Deaf and Hard of Hearing partners the heart Penangs historic community .', 'StarbucksSigns']",0,"Im proud to announce that Starbucks newest opens today in Penang , Malaysia expanding career opportunities for Deaf and Hard of Hearing partners the heart Penangs historic community ., ",183,
"Im proud to announce that Starbucks newest opens today in Penang , Malaysia expanding career opportunities for Deaf and Hard of Hearing partners the heart Penangs historic community .  StarbucksSigns",2019-11-19 08:32:51,Twitter,103,"['Im proud to announce that Starbucks newest opens today in Penang , Malaysia expanding career opportunities for Deaf and Hard of Hearing partners the heart Penangs historic community .', 'StarbucksSigns']",1,"StarbucksSigns, ",14,
Toasty from the inside out .  Toasted White Chocolate,2019-11-16 19:30:01,Twitter,104,"['Toasty from the inside out .', 'Toasted White Chocolate']",0,"Toasty from the inside out ., ",28,
Toasty from the inside out .  Toasted White Chocolate,2019-11-16 19:30:01,Twitter,104,"['Toasty from the inside out .', 'Toasted White Chocolate']",1,"Toasted White Chocolate, ",23,
"Were excited to welcome you the Starbucks Reserve Roastery Chicago Now open on Mag Mile , this is worlds largest Starbucksa multistory multisensory experience featuring an incredible array of coffee food and cocktails .  StarbucksReserve ChicagoRoastery",2019-11-15 20:30:00,Twitter,105,"['Were excited to welcome you the Starbucks Reserve Roastery Chicago Now open on Mag Mile , this is worlds largest Starbucksa multistory multisensory experience featuring an incredible array of coffee food and cocktails .', 'StarbucksReserve ChicagoRoastery']",0,"Were excited to welcome you the Starbucks Reserve Roastery Chicago Now open on Mag Mile , this is worlds largest Starbucksa multistory multisensory experience featuring an incredible array of coffee food and cocktails ., ",219,
"Were excited to welcome you the Starbucks Reserve Roastery Chicago Now open on Mag Mile , this is worlds largest Starbucksa multistory multisensory experience featuring an incredible array of coffee food and cocktails .  StarbucksReserve ChicagoRoastery",2019-11-15 20:30:00,Twitter,105,"['Were excited to welcome you the Starbucks Reserve Roastery Chicago Now open on Mag Mile , this is worlds largest Starbucksa multistory multisensory experience featuring an incredible array of coffee food and cocktails .', 'StarbucksReserve ChicagoRoastery']",1,"StarbucksReserve ChicagoRoastery, ",32,
"For WorldKindnessDay , join starbucks and team btwfoundation at a store near you to celebrate the power of kindness .  Learn more about how can make world kinder braver place today BTWFxStarbucks",2019-11-13 23:43:55,Twitter,106,"['For WorldKindnessDay , join starbucks and team btwfoundation at a store near you to celebrate the power of kindness .', 'Learn more about how can make world kinder braver place today BTWFxStarbucks']",0,"For WorldKindnessDay , join starbucks and team btwfoundation at a store near you to celebrate the power of kindness ., ",117,
"For WorldKindnessDay , join starbucks and team btwfoundation at a store near you to celebrate the power of kindness .  Learn more about how can make world kinder braver place today BTWFxStarbucks",2019-11-13 23:43:55,Twitter,106,"['For WorldKindnessDay , join starbucks and team btwfoundation at a store near you to celebrate the power of kindness .', 'Learn more about how can make world kinder braver place today BTWFxStarbucks']",1,"Learn more about how can make world kinder braver place today BTWFxStarbucks, ",76,
WorldKindnessDay starts with being kind to yourself .  Show us how you celebrate GIFs only,2019-11-13 18:30:00,Twitter,107,"['WorldKindnessDay starts with being kind to yourself .', 'Show us how you celebrate GIFs only']",0,"WorldKindnessDay starts with being kind to yourself ., ",53,
WorldKindnessDay starts with being kind to yourself .  Show us how you celebrate GIFs only,2019-11-13 18:30:00,Twitter,107,"['WorldKindnessDay starts with being kind to yourself .', 'Show us how you celebrate GIFs only']",1,"Show us how you celebrate GIFs only, ",35,
"A Starbucks so epic , you have to experience it believe .  Opening November 15 on the Magnificent Mile StarbucksReserve ChicagoRoastery",2019-11-12 18:30:00,Twitter,108,"['A Starbucks so epic , you have to experience it believe .', 'Opening November 15 on the Magnificent Mile StarbucksReserve ChicagoRoastery']",0,"A Starbucks so epic , you have to experience it believe ., ",57,
"A Starbucks so epic , you have to experience it believe .  Opening November 15 on the Magnificent Mile StarbucksReserve ChicagoRoastery",2019-11-12 18:30:00,Twitter,108,"['A Starbucks so epic , you have to experience it believe .', 'Opening November 15 on the Magnificent Mile StarbucksReserve ChicagoRoastery']",1,"Opening November  on the Magnificent Mile StarbucksReserve ChicagoRoastery, ",76,
"Veterans and Military Spouses are the leaders of our communities .  On VeteransDay every day , we thank you for your service sacrifice More than 26,000 have proudly worn green apron Starbucks",2019-11-11 22:34:39,Twitter,109,"['Veterans and Military Spouses are the leaders of our communities .', 'On VeteransDay every day , we thank you for your service sacrifice More than 26,000 have proudly worn green apron Starbucks']",0,"Veterans and Military Spouses are the leaders of our communities ., ",66,
"Veterans and Military Spouses are the leaders of our communities .  On VeteransDay every day , we thank you for your service sacrifice More than 26,000 have proudly worn green apron Starbucks",2019-11-11 22:34:39,Twitter,109,"['Veterans and Military Spouses are the leaders of our communities .', 'On VeteransDay every day , we thank you for your service sacrifice More than 26,000 have proudly worn green apron Starbucks']",1,"On VeteransDay every day , we thank you for your service sacrifice More than , have proudly worn green apron Starbucks, ",123,
"Veterans know the power of community .  For veteran and customer Vic , skydiving is a great way to help deal with his posttraumatic stress He shared story baristas from favorite now theyre jumping him VeteransDay",2019-11-11 19:30:00,Twitter,110,"['Veterans know the power of community .', 'For veteran and customer Vic , skydiving is a great way to help deal with his posttraumatic stress He shared story baristas from favorite now theyre jumping him VeteransDay']",0,"Veterans know the power of community ., ",38,
"Veterans know the power of community .  For veteran and customer Vic , skydiving is a great way to help deal with his posttraumatic stress He shared story baristas from favorite now theyre jumping him VeteransDay",2019-11-11 19:30:00,Twitter,110,"['Veterans know the power of community .', 'For veteran and customer Vic , skydiving is a great way to help deal with his posttraumatic stress He shared story baristas from favorite now theyre jumping him VeteransDay']",1,"For veteran and customer Vic , skydiving is a great way to help deal with his posttraumatic stress He shared story baristas from favorite now theyre jumping him VeteransDay, ",172,
Our Bling Cups are here to make your holidays merry and bright .  Available in Platinum Neon Pink while supplies last U. S.  Canada only,2019-11-09 21:32:00,Twitter,111,"['Our Bling Cups are here to make your holidays merry and bright .', 'Available in Platinum Neon Pink while supplies last U. S.  Canada only']",0,"Our Bling Cups are here to make your holidays merry and bright ., ",64,
Our Bling Cups are here to make your holidays merry and bright .  Available in Platinum Neon Pink while supplies last U. S.  Canada only,2019-11-09 21:32:00,Twitter,111,"['Our Bling Cups are here to make your holidays merry and bright .', 'Available in Platinum Neon Pink while supplies last U. S.  Canada only']",1,"Available in Platinum Neon Pink while supplies last U. S.  Canada only, ",70,
Just another reason to stop for coffee before your flight,2019-11-08 23:16:05,Twitter,112,['Just another reason to stop for coffee before your flight'],0,"Just another reason to stop for coffee before your flight, ",57,
Coffee .  Mint Chocolate Whip Woo The PeppermintMocha is back,2019-11-08 19:30:01,Twitter,113,"['Coffee .', 'Mint Chocolate Whip Woo The PeppermintMocha is back']",0,"Coffee ., ",8,
Coffee .  Mint Chocolate Whip Woo The PeppermintMocha is back,2019-11-08 19:30:01,Twitter,113,"['Coffee .', 'Mint Chocolate Whip Woo The PeppermintMocha is back']",1,"Mint Chocolate Whip Woo The PeppermintMocha is back, ",51,
its christmas in starbucks I repeat it is CHRISTMAS IN STARBUCKS THERE ARE CUPS AND SNOWFLAKES ON THE CEILING PEPPERMINT MOCHAS MERRY,2019-11-07 23:50:03,Twitter,114,['its christmas in starbucks I repeat it is CHRISTMAS IN STARBUCKS THERE ARE CUPS AND SNOWFLAKES ON THE CEILING PEPPERMINT MOCHAS MERRY'],0,"its christmas in starbucks I repeat it is CHRISTMAS IN STARBUCKS THERE ARE CUPS AND SNOWFLAKES ON THE CEILING PEPPERMINT MOCHAS MERRY, ",133,
On Peppermint Toasted White Chocolate Caramel Brule Holiday favorites are back,2019-11-07 17:30:01,Twitter,115,['On Peppermint Toasted White Chocolate Caramel Brule Holiday favorites are back'],0,"On Peppermint Toasted White Chocolate Caramel Brule Holiday favorites are back, ",78,
"Turn on your cheer the holidays are back tomorrow , Nov.  7 Purchase a handcrafted holiday beverage and get Reusable RedCup free .  Hurry only at participating stores in U. S.  Canada while supplies last",2019-11-06 17:30:00,Twitter,116,"['Turn on your cheer the holidays are back tomorrow , Nov.  7 Purchase a handcrafted holiday beverage and get Reusable RedCup free .', 'Hurry only at participating stores in U. S.  Canada while supplies last']",0,"Turn on your cheer the holidays are back tomorrow , Nov.   Purchase a handcrafted holiday beverage and get Reusable RedCup free ., ",130,
"Turn on your cheer the holidays are back tomorrow , Nov.  7 Purchase a handcrafted holiday beverage and get Reusable RedCup free .  Hurry only at participating stores in U. S.  Canada while supplies last",2019-11-06 17:30:00,Twitter,116,"['Turn on your cheer the holidays are back tomorrow , Nov.  7 Purchase a handcrafted holiday beverage and get Reusable RedCup free .', 'Hurry only at participating stores in U. S.  Canada while supplies last']",1,"Hurry only at participating stores in U. S.  Canada while supplies last, ",71,
Guess whos coming home for the holidays . ,2019-11-04 18:30:00,Twitter,117,['Guess whos coming home for the holidays .'],0,"Guess whos coming home for the holidays ., ",41,
Its beginning to look a lot like . ,2019-11-03 19:30:00,Twitter,118,['Its beginning to look a lot like .'],0,"Its beginning to look a lot like ., ",34,
The forecast is feeling festive . ,2019-11-02 18:30:00,Twitter,119,['The forecast is feeling festive .'],0,"The forecast is feeling festive ., ",33,
"Attention If you see any of these cuties trickortreating tonight please give them all the candy .  Thank beckandthebirdie , G.  W. ",2019-11-01 03:27:47,Twitter,120,"['Attention If you see any of these cuties trickortreating tonight please give them all the candy .', 'Thank beckandthebirdie , G.  W.']",0,"Attention If you see any of these cuties trickortreating tonight please give them all the candy ., ",97,
"Attention If you see any of these cuties trickortreating tonight please give them all the candy .  Thank beckandthebirdie , G.  W. ",2019-11-01 03:27:47,Twitter,120,"['Attention If you see any of these cuties trickortreating tonight please give them all the candy .', 'Thank beckandthebirdie , G.  W.']",1,"Thank beckandthebirdie , G.  W., ",31,
"Just some last minute costume inspo from this good boi barkista and a couple of adorable cappupccinos .  FB C.  , R. ",2019-11-01 00:11:49,Twitter,121,"['Just some last minute costume inspo from this good boi barkista and a couple of adorable cappupccinos .', 'FB C.  , R.']",0,"Just some last minute costume inspo from this good boi barkista and a couple of adorable cappupccinos ., ",103,
"Just some last minute costume inspo from this good boi barkista and a couple of adorable cappupccinos .  FB C.  , R. ",2019-11-01 00:11:49,Twitter,121,"['Just some last minute costume inspo from this good boi barkista and a couple of adorable cappupccinos .', 'FB C.  , R.']",1,"FB C.  , R., ",11,
"Happy Halloween from the cutest cups of coffee weve ever seen .  IGFB hkmd , lovechanelsmith M.  monelisa",2019-10-31 22:01:15,Twitter,122,"['Happy Halloween from the cutest cups of coffee weve ever seen .', 'IGFB hkmd , lovechanelsmith M.  monelisa']",0,"Happy Halloween from the cutest cups of coffee weve ever seen ., ",63,
"Happy Halloween from the cutest cups of coffee weve ever seen .  IGFB hkmd , lovechanelsmith M.  monelisa",2019-10-31 22:01:15,Twitter,122,"['Happy Halloween from the cutest cups of coffee weve ever seen .', 'IGFB hkmd , lovechanelsmith M.  monelisa']",1,"IGFB hkmd , lovechanelsmith M.  monelisa, ",40,
May you always pick treat over trick .  HappyHalloween,2019-10-31 18:30:00,Twitter,123,"['May you always pick treat over trick .', 'HappyHalloween']",0,"May you always pick treat over trick ., ",38,
May you always pick treat over trick .  HappyHalloween,2019-10-31 18:30:00,Twitter,123,"['May you always pick treat over trick .', 'HappyHalloween']",1,"HappyHalloween, ",14,
"Tag yourself , were and . ",2019-10-30 23:02:21,Twitter,124,"['Tag yourself , were and .']",0,"Tag yourself , were and ., ",25,
Hold on to your drinks whether hot or iced .  Coming soon a TV near you its coffeeloving poltergeist,2019-10-30 18:30:00,Twitter,125,"['Hold on to your drinks whether hot or iced .', 'Coming soon a TV near you its coffeeloving poltergeist']",0,"Hold on to your drinks whether hot or iced ., ",44,
Hold on to your drinks whether hot or iced .  Coming soon a TV near you its coffeeloving poltergeist,2019-10-30 18:30:00,Twitter,125,"['Hold on to your drinks whether hot or iced .', 'Coming soon a TV near you its coffeeloving poltergeist']",1,"Coming soon a TV near you its coffeeloving poltergeist, ",54,
"We you , Chicago .  couldnt have picked a better home for our newest Roastery",2019-10-30 04:36:07,Twitter,126,"['We you , Chicago .', 'couldnt have picked a better home for our newest Roastery']",0,"We you , Chicago ., ",18,
"We you , Chicago .  couldnt have picked a better home for our newest Roastery",2019-10-30 04:36:07,Twitter,126,"['We you , Chicago .', 'couldnt have picked a better home for our newest Roastery']",1,"couldnt have picked a better home for our newest Roastery, ",57,
"A werewolf walks into a Starbucks , what do they order",2019-10-29 22:38:23,Twitter,127,"['A werewolf walks into a Starbucks , what do they order']",0,"A werewolf walks into a Starbucks , what do they order, ",54,
"Double , double toil and trouble Fire burn cold brew bubble the werewolf howled at moon .  Halloween cant come too soon",2019-10-29 18:30:01,Twitter,128,"['Double , double toil and trouble Fire burn cold brew bubble the werewolf howled at moon .', 'Halloween cant come too soon']",0,"Double , double toil and trouble Fire burn cold brew bubble the werewolf howled at moon ., ",89,
"Double , double toil and trouble Fire burn cold brew bubble the werewolf howled at moon .  Halloween cant come too soon",2019-10-29 18:30:01,Twitter,128,"['Double , double toil and trouble Fire burn cold brew bubble the werewolf howled at moon .', 'Halloween cant come too soon']",1,"Halloween cant come too soon, ",28,
"In a dark and graveyard , where spirits ghouls loom ones come back for something an Iced Macchiatomb",2019-10-28 18:30:00,Twitter,129,"['In a dark and graveyard , where spirits ghouls loom ones come back for something an Iced Macchiatomb']",0,"In a dark and graveyard , where spirits ghouls loom ones come back for something an Iced Macchiatomb, ",100,
Were just creepin it real .  Our Halloween playlist is finally here,2019-10-23 21:46:55,Twitter,130,"['Were just creepin it real .', 'Our Halloween playlist is finally here']",0,"Were just creepin it real ., ",27,
Were just creepin it real .  Our Halloween playlist is finally here,2019-10-23 21:46:55,Twitter,130,"['Were just creepin it real .', 'Our Halloween playlist is finally here']",1,"Our Halloween playlist is finally here, ",38,
"If youre lucky enough to meet an alien , theres only one thing theyll say .  It translates roughly Take me your latte",2019-10-25 18:30:01,Twitter,131,"['If youre lucky enough to meet an alien , theres only one thing theyll say .', 'It translates roughly Take me your latte']",0,"If youre lucky enough to meet an alien , theres only one thing theyll say ., ",75,
"If youre lucky enough to meet an alien , theres only one thing theyll say .  It translates roughly Take me your latte",2019-10-25 18:30:01,Twitter,131,"['If youre lucky enough to meet an alien , theres only one thing theyll say .', 'It translates roughly Take me your latte']",1,"It translates roughly Take me your latte, ",40,
Your Halloween alter ego Its alive,2019-10-24 22:30:00,Twitter,132,['Your Halloween alter ego Its alive'],0,"Your Halloween alter ego Its alive, ",34,
"Late at the lab , scientist created something new eerily transforming hot to cold behold Pumpkin Cream Cold Boo",2019-10-24 18:30:00,Twitter,133,"['Late at the lab , scientist created something new eerily transforming hot to cold behold Pumpkin Cream Cold Boo']",0,"Late at the lab , scientist created something new eerily transforming hot to cold behold Pumpkin Cream Cold Boo, ",111,
"For Laura , and many others the high cost of tuition was a major barrier to getting degree .  The Starbucks College Achievement Plan removes that by providing 100 coverage through asuonline Learn more",2019-10-23 19:30:00,Twitter,134,"['For Laura , and many others the high cost of tuition was a major barrier to getting degree .', 'The Starbucks College Achievement Plan removes that by providing 100 coverage through asuonline Learn more']",0,"For Laura , and many others the high cost of tuition was a major barrier to getting degree ., ",92,
"For Laura , and many others the high cost of tuition was a major barrier to getting degree .  The Starbucks College Achievement Plan removes that by providing 100 coverage through asuonline Learn more",2019-10-23 19:30:00,Twitter,134,"['For Laura , and many others the high cost of tuition was a major barrier to getting degree .', 'The Starbucks College Achievement Plan removes that by providing 100 coverage through asuonline Learn more']",1,"The Starbucks College Achievement Plan removes that by providing  coverage through asuonline Learn more, ",106,
Movin and groovin sippin .  PumpkinSpiceLatte,2019-10-21 20:12:41,Twitter,135,"['Movin and groovin sippin .', 'PumpkinSpiceLatte']",0,"Movin and groovin sippin ., ",26,
Movin and groovin sippin .  PumpkinSpiceLatte,2019-10-21 20:12:41,Twitter,135,"['Movin and groovin sippin .', 'PumpkinSpiceLatte']",1,"PumpkinSpiceLatte, ",17,
"5 years ago , starbucks and ASU teamed up to provide starbucksprtnrs like Kyle an opportunity earn their bachelors degree 100 tuitioncovered .  Today more than 13K partners are participating in our SCAP program 3k have graduated tobeagraduate",2019-10-19 00:04:41,Twitter,136,"['5 years ago , starbucks and ASU teamed up to provide starbucksprtnrs like Kyle an opportunity earn their bachelors degree 100 tuitioncovered .', 'Today more than 13K partners are participating in our SCAP program 3k have graduated tobeagraduate']",0," years ago , starbucks and ASU teamed up to provide starbucksprtnrs like Kyle an opportunity earn their bachelors degree  tuitioncovered ., ",142,
"5 years ago , starbucks and ASU teamed up to provide starbucksprtnrs like Kyle an opportunity earn their bachelors degree 100 tuitioncovered .  Today more than 13K partners are participating in our SCAP program 3k have graduated tobeagraduate",2019-10-19 00:04:41,Twitter,136,"['5 years ago , starbucks and ASU teamed up to provide starbucksprtnrs like Kyle an opportunity earn their bachelors degree 100 tuitioncovered .', 'Today more than 13K partners are participating in our SCAP program 3k have graduated tobeagraduate']",1,"Today more than K partners are participating in our SCAP program k have graduated tobeagraduate, ",98,
Rise and shine . ,2019-10-18 18:35:00,Twitter,137,['Rise and shine .'],0,"Rise and shine ., ",16,
"Pumpkin spice lattes are great and all , but I think we as a culture severely under valuing the power of salted caramel mocha",2019-10-16 02:04:44,Twitter,138,"['Pumpkin spice lattes are great and all , but I think we as a culture severely under valuing the power of salted caramel mocha']",0,"Pumpkin spice lattes are great and all , but I think we as a culture severely under valuing the power of salted caramel mocha, ",125,
"Since launching our Vets initiative , 26k veterans military spouses have been hired to wear the Starbucks green apron and we dedicated over 60 Military Family Stores supporting communities .  Heres latest in Aberdeen MD",2019-10-16 18:22:39,Twitter,139,"['Since launching our Vets initiative , 26k veterans military spouses have been hired to wear the Starbucks green apron and we dedicated over 60 Military Family Stores supporting communities .', 'Heres latest in Aberdeen MD']",0,"Since launching our Vets initiative , k veterans military spouses have been hired to wear the Starbucks green apron and we dedicated over  Military Family Stores supporting communities ., ",190,
"Since launching our Vets initiative , 26k veterans military spouses have been hired to wear the Starbucks green apron and we dedicated over 60 Military Family Stores supporting communities .  Heres latest in Aberdeen MD",2019-10-16 18:22:39,Twitter,139,"['Since launching our Vets initiative , 26k veterans military spouses have been hired to wear the Starbucks green apron and we dedicated over 60 Military Family Stores supporting communities .', 'Heres latest in Aberdeen MD']",1,"Heres latest in Aberdeen MD, ",27,
A Caramel Apple Spice today keeps the autumn chill at bay . ,2019-10-15 18:57:58,Twitter,140,['A Caramel Apple Spice today keeps the autumn chill at bay .'],0,"A Caramel Apple Spice today keeps the autumn chill at bay ., ",59,
