review,date,source,review_id,sentences,sentence_id,sentence,sent_len,sentiment_new,themes,themes_bow,variable,themes_relation_extraction,themes_keyword,theme_len
"Proportion For the best cup of coffee , measure 2tbsp 10g ground per 6oz water .  That ratio too strong for your taste Add hot to after brewing rather than using less avoid it tasting bitter",2020-04-15 20:31:12,Twitter,15,"['Proportion For the best cup of coffee , measure 2tbsp 10g ground per 6oz water .', 'That ratio too strong for your taste Add hot to after brewing rather than using less avoid it tasting bitter']",1,ratio strong taste add hot brewing rather using less avoid tasting bitter,108,Positive,"['brewing', 'ratio', 'taste', 'tasting']",brewing|ratio|taste|tasting,2,taste,taste,5
"Proportion For the best cup of coffee , measure 2tbsp 10g ground per 6oz water .  That ratio too strong for your taste Add hot to after brewing rather than using less avoid it tasting bitter",2020-04-15 20:31:12,Twitter,15,"['Proportion For the best cup of coffee , measure 2tbsp 10g ground per 6oz water .', 'That ratio too strong for your taste Add hot to after brewing rather than using less avoid it tasting bitter']",1,ratio strong taste add hot brewing rather using less avoid tasting bitter,108,Positive,"['brewing', 'ratio', 'taste', 'tasting']",brewing|ratio|taste|tasting,3,tasting,taste,5
"If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness",2020-04-15 20:30:54,Twitter,16,"['If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness']",0,find youre making coffee home days good time refresh knowledge four fundamentals proportion grind water freshness,157,Positive,"['coffee', 'days', 'freshness', 'fundamentals', 'grind', 'home', 'knowledge', 'proportion', 'refresh', 'water']",coffee|days|freshness|fundamentals|grind|home|knowledge|proportion|refresh|water,0,coffee,coffee,6
"If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness",2020-04-15 20:30:54,Twitter,16,"['If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness']",0,find youre making coffee home days good time refresh knowledge four fundamentals proportion grind water freshness,157,Positive,"['coffee', 'days', 'freshness', 'fundamentals', 'grind', 'home', 'knowledge', 'proportion', 'refresh', 'water']",coffee|days|freshness|fundamentals|grind|home|knowledge|proportion|refresh|water,1,days,day,3
"If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness",2020-04-15 20:30:54,Twitter,16,"['If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness']",0,find youre making coffee home days good time refresh knowledge four fundamentals proportion grind water freshness,157,Positive,"['coffee', 'days', 'freshness', 'fundamentals', 'grind', 'home', 'knowledge', 'proportion', 'refresh', 'water']",coffee|days|freshness|fundamentals|grind|home|knowledge|proportion|refresh|water,2,freshness,freshness,9
"If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness",2020-04-15 20:30:54,Twitter,16,"['If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness']",0,find youre making coffee home days good time refresh knowledge four fundamentals proportion grind water freshness,157,Positive,"['coffee', 'days', 'freshness', 'fundamentals', 'grind', 'home', 'knowledge', 'proportion', 'refresh', 'water']",coffee|days|freshness|fundamentals|grind|home|knowledge|proportion|refresh|water,3,fundamentals,fundamental,11
"If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness",2020-04-15 20:30:54,Twitter,16,"['If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness']",0,find youre making coffee home days good time refresh knowledge four fundamentals proportion grind water freshness,157,Positive,"['coffee', 'days', 'freshness', 'fundamentals', 'grind', 'home', 'knowledge', 'proportion', 'refresh', 'water']",coffee|days|freshness|fundamentals|grind|home|knowledge|proportion|refresh|water,4,grind,grind,5
"If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness",2020-04-15 20:30:54,Twitter,16,"['If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness']",0,find youre making coffee home days good time refresh knowledge four fundamentals proportion grind water freshness,157,Positive,"['coffee', 'days', 'freshness', 'fundamentals', 'grind', 'home', 'knowledge', 'proportion', 'refresh', 'water']",coffee|days|freshness|fundamentals|grind|home|knowledge|proportion|refresh|water,5,home,home,4
"If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness",2020-04-15 20:30:54,Twitter,16,"['If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness']",0,find youre making coffee home days good time refresh knowledge four fundamentals proportion grind water freshness,157,Positive,"['coffee', 'days', 'freshness', 'fundamentals', 'grind', 'home', 'knowledge', 'proportion', 'refresh', 'water']",coffee|days|freshness|fundamentals|grind|home|knowledge|proportion|refresh|water,6,knowledge,knowledge,9
"If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness",2020-04-15 20:30:54,Twitter,16,"['If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness']",0,find youre making coffee home days good time refresh knowledge four fundamentals proportion grind water freshness,157,Positive,"['coffee', 'days', 'freshness', 'fundamentals', 'grind', 'home', 'knowledge', 'proportion', 'refresh', 'water']",coffee|days|freshness|fundamentals|grind|home|knowledge|proportion|refresh|water,7,proportion,proportion,10
"If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness",2020-04-15 20:30:54,Twitter,16,"['If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness']",0,find youre making coffee home days good time refresh knowledge four fundamentals proportion grind water freshness,157,Positive,"['coffee', 'days', 'freshness', 'fundamentals', 'grind', 'home', 'knowledge', 'proportion', 'refresh', 'water']",coffee|days|freshness|fundamentals|grind|home|knowledge|proportion|refresh|water,8,refresh,refresh,7
"If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness",2020-04-15 20:30:54,Twitter,16,"['If you find youre making more coffee at home these days , its a good time to refresh your knowledge of the four fundamentals Proportion Grind Water Freshness']",0,find youre making coffee home days good time refresh knowledge four fundamentals proportion grind water freshness,157,Positive,"['coffee', 'days', 'freshness', 'fundamentals', 'grind', 'home', 'knowledge', 'proportion', 'refresh', 'water']",coffee|days|freshness|fundamentals|grind|home|knowledge|proportion|refresh|water,9,water,water,5
Tell us something that made you smile today . ,2020-04-14 01:26:21,Twitter,17,['Tell us something that made you smile today .'],0,tell us something made smile today,45,Positive,['smile'],smile,0,smile,smile,5
Your support makes this possible .  Thank you,2020-04-09 02:52:06,Twitter,18,"['Your support makes this possible .', 'Thank you']",0,support makes possible,34,Neutral,['support'],support,0,support,support,7
"Coffee breaks look a little different these days .  However youre feeling , here are some small ways to get that welcome escape",2020-04-06 21:33:50,Twitter,20,"['Coffee breaks look a little different these days .', 'However youre feeling , here are some small ways to get that welcome escape']",0,coffee breaks look little different days,50,Negative,"['breaks', 'coffee', 'days']",breaks|coffee|days,0,breaks,break,5
"Coffee breaks look a little different these days .  However youre feeling , here are some small ways to get that welcome escape",2020-04-06 21:33:50,Twitter,20,"['Coffee breaks look a little different these days .', 'However youre feeling , here are some small ways to get that welcome escape']",0,coffee breaks look little different days,50,Negative,"['breaks', 'coffee', 'days']",breaks|coffee|days,1,coffee,coffee,6
"Coffee breaks look a little different these days .  However youre feeling , here are some small ways to get that welcome escape",2020-04-06 21:33:50,Twitter,20,"['Coffee breaks look a little different these days .', 'However youre feeling , here are some small ways to get that welcome escape']",0,coffee breaks look little different days,50,Negative,"['breaks', 'coffee', 'days']",breaks|coffee|days,2,days,day,3
"Coffee breaks look a little different these days .  However youre feeling , here are some small ways to get that welcome escape",2020-04-06 21:33:50,Twitter,20,"['Coffee breaks look a little different these days .', 'However youre feeling , here are some small ways to get that welcome escape']",1,however youre feeling small ways get welcome escape,75,Positive,"['escape', 'ways']",escape|ways,0,escape,escape,6
"Coffee breaks look a little different these days .  However youre feeling , here are some small ways to get that welcome escape",2020-04-06 21:33:50,Twitter,20,"['Coffee breaks look a little different these days .', 'However youre feeling , here are some small ways to get that welcome escape']",1,however youre feeling small ways get welcome escape,75,Positive,"['escape', 'ways']",escape|ways,1,ways,way,3
"Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .  Were so proud efforts Take a look",2020-04-04 00:37:04,Twitter,21,"['Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .', 'Were so proud efforts Take a look']",0,past weeks partners employees finding ways show support gratitude serving front line,152,Negative,"['employees', 'gratitude', 'line', 'partners', 'support', 'ways', 'weeks']",employees|gratitude|line|partners|support|ways|weeks,0,employees,employee,8
"Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .  Were so proud efforts Take a look",2020-04-04 00:37:04,Twitter,21,"['Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .', 'Were so proud efforts Take a look']",0,past weeks partners employees finding ways show support gratitude serving front line,152,Negative,"['employees', 'gratitude', 'line', 'partners', 'support', 'ways', 'weeks']",employees|gratitude|line|partners|support|ways|weeks,1,gratitude,gratitude,9
"Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .  Were so proud efforts Take a look",2020-04-04 00:37:04,Twitter,21,"['Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .', 'Were so proud efforts Take a look']",0,past weeks partners employees finding ways show support gratitude serving front line,152,Negative,"['employees', 'gratitude', 'line', 'partners', 'support', 'ways', 'weeks']",employees|gratitude|line|partners|support|ways|weeks,2,line,line,4
"Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .  Were so proud efforts Take a look",2020-04-04 00:37:04,Twitter,21,"['Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .', 'Were so proud efforts Take a look']",0,past weeks partners employees finding ways show support gratitude serving front line,152,Negative,"['employees', 'gratitude', 'line', 'partners', 'support', 'ways', 'weeks']",employees|gratitude|line|partners|support|ways|weeks,3,partners,partner,7
"Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .  Were so proud efforts Take a look",2020-04-04 00:37:04,Twitter,21,"['Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .', 'Were so proud efforts Take a look']",0,past weeks partners employees finding ways show support gratitude serving front line,152,Negative,"['employees', 'gratitude', 'line', 'partners', 'support', 'ways', 'weeks']",employees|gratitude|line|partners|support|ways|weeks,4,support,support,7
"Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .  Were so proud efforts Take a look",2020-04-04 00:37:04,Twitter,21,"['Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .', 'Were so proud efforts Take a look']",0,past weeks partners employees finding ways show support gratitude serving front line,152,Negative,"['employees', 'gratitude', 'line', 'partners', 'support', 'ways', 'weeks']",employees|gratitude|line|partners|support|ways|weeks,5,ways,way,3
"Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .  Were so proud efforts Take a look",2020-04-04 00:37:04,Twitter,21,"['Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .', 'Were so proud efforts Take a look']",0,past weeks partners employees finding ways show support gratitude serving front line,152,Negative,"['employees', 'gratitude', 'line', 'partners', 'support', 'ways', 'weeks']",employees|gratitude|line|partners|support|ways|weeks,6,weeks,week,4
"Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .  Were so proud efforts Take a look",2020-04-04 00:37:04,Twitter,21,"['Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .', 'Were so proud efforts Take a look']",1,proud efforts take look,33,Verypositive,"['efforts', 'look']",efforts|look,0,efforts,effort,6
"Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .  Were so proud efforts Take a look",2020-04-04 00:37:04,Twitter,21,"['Over the past few weeks , our partners employees have been finding ways to show their support and gratitude for those serving on front line of COVID19 .', 'Were so proud efforts Take a look']",1,proud efforts take look,33,Verypositive,"['efforts', 'look']",efforts|look,1,look,look,4
Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time . ,2020-03-31 06:29:51,Twitter,22,['Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time .'],0,picked pile gift cards share gratitude front line workers encounter surreal time,131,Positive,"['cards', 'gift', 'gratitude', 'line', 'pile', 'workers']",cards|gift|gratitude|line|pile|workers,0,cards,card,4
Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time . ,2020-03-31 06:29:51,Twitter,22,['Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time .'],0,picked pile gift cards share gratitude front line workers encounter surreal time,131,Positive,"['cards', 'gift', 'gratitude', 'line', 'pile', 'workers']",cards|gift|gratitude|line|pile|workers,1,gift,gift,4
Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time . ,2020-03-31 06:29:51,Twitter,22,['Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time .'],0,picked pile gift cards share gratitude front line workers encounter surreal time,131,Positive,"['cards', 'gift', 'gratitude', 'line', 'pile', 'workers']",cards|gift|gratitude|line|pile|workers,2,gratitude,gratitude,9
Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time . ,2020-03-31 06:29:51,Twitter,22,['Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time .'],0,picked pile gift cards share gratitude front line workers encounter surreal time,131,Positive,"['cards', 'gift', 'gratitude', 'line', 'pile', 'workers']",cards|gift|gratitude|line|pile|workers,3,line,line,4
Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time . ,2020-03-31 06:29:51,Twitter,22,['Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time .'],0,picked pile gift cards share gratitude front line workers encounter surreal time,131,Positive,"['cards', 'gift', 'gratitude', 'line', 'pile', 'workers']",cards|gift|gratitude|line|pile|workers,4,pile,pile,4
Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time . ,2020-03-31 06:29:51,Twitter,22,['Picked up a pile of Starbucks gift cards to share gratitude with all the front line workers we encounter during this surreal time .'],0,picked pile gift cards share gratitude front line workers encounter surreal time,131,Positive,"['cards', 'gift', 'gratitude', 'line', 'pile', 'workers']",cards|gift|gratitude|line|pile|workers,5,workers,worker,6
"The lady in front of me the Starbucks drivethru paid for my coffee this morning .  I folks behind Hey , lets keep Kindness going When ends try and remember to carry over",2020-03-30 00:10:24,Twitter,23,"['The lady in front of me the Starbucks drivethru paid for my coffee this morning .', 'I folks behind Hey , lets keep Kindness going When ends try and remember to carry over']",0,lady front drivethru paid coffee morning,81,Neutral,"['coffee', 'drivethru', 'lady', 'morning']",coffee|drivethru|lady|morning,0,coffee,coffee,6
"The lady in front of me the Starbucks drivethru paid for my coffee this morning .  I folks behind Hey , lets keep Kindness going When ends try and remember to carry over",2020-03-30 00:10:24,Twitter,23,"['The lady in front of me the Starbucks drivethru paid for my coffee this morning .', 'I folks behind Hey , lets keep Kindness going When ends try and remember to carry over']",0,lady front drivethru paid coffee morning,81,Neutral,"['coffee', 'drivethru', 'lady', 'morning']",coffee|drivethru|lady|morning,1,drivethru,drivethru,9
"The lady in front of me the Starbucks drivethru paid for my coffee this morning .  I folks behind Hey , lets keep Kindness going When ends try and remember to carry over",2020-03-30 00:10:24,Twitter,23,"['The lady in front of me the Starbucks drivethru paid for my coffee this morning .', 'I folks behind Hey , lets keep Kindness going When ends try and remember to carry over']",0,lady front drivethru paid coffee morning,81,Neutral,"['coffee', 'drivethru', 'lady', 'morning']",coffee|drivethru|lady|morning,2,lady,lady,4
"The lady in front of me the Starbucks drivethru paid for my coffee this morning .  I folks behind Hey , lets keep Kindness going When ends try and remember to carry over",2020-03-30 00:10:24,Twitter,23,"['The lady in front of me the Starbucks drivethru paid for my coffee this morning .', 'I folks behind Hey , lets keep Kindness going When ends try and remember to carry over']",0,lady front drivethru paid coffee morning,81,Neutral,"['coffee', 'drivethru', 'lady', 'morning']",coffee|drivethru|lady|morning,3,morning,morning,7
"The lady in front of me the Starbucks drivethru paid for my coffee this morning .  I folks behind Hey , lets keep Kindness going When ends try and remember to carry over",2020-03-30 00:10:24,Twitter,23,"['The lady in front of me the Starbucks drivethru paid for my coffee this morning .', 'I folks behind Hey , lets keep Kindness going When ends try and remember to carry over']",1,folks behind hey lets keep going ends try remember carry,86,Negative,"['ends', 'folks', 'lets']",ends|folks|lets,0,ends,end,3
"The lady in front of me the Starbucks drivethru paid for my coffee this morning .  I folks behind Hey , lets keep Kindness going When ends try and remember to carry over",2020-03-30 00:10:24,Twitter,23,"['The lady in front of me the Starbucks drivethru paid for my coffee this morning .', 'I folks behind Hey , lets keep Kindness going When ends try and remember to carry over']",1,folks behind hey lets keep going ends try remember carry,86,Negative,"['ends', 'folks', 'lets']",ends|folks|lets,1,folks,folk,4
"The lady in front of me the Starbucks drivethru paid for my coffee this morning .  I folks behind Hey , lets keep Kindness going When ends try and remember to carry over",2020-03-30 00:10:24,Twitter,23,"['The lady in front of me the Starbucks drivethru paid for my coffee this morning .', 'I folks behind Hey , lets keep Kindness going When ends try and remember to carry over']",1,folks behind hey lets keep going ends try remember carry,86,Negative,"['ends', 'folks', 'lets']",ends|folks|lets,2,lets,let,3
"Had to run out get Nan groceries , so decided swing by Starbucks .  The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking",2020-03-31 00:22:21,Twitter,24,"['Had to run out get Nan groceries , so decided swing by Starbucks .', 'The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking']",0,run get nan groceries decided swing,66,Neutral,"['groceries', 'nan', 'swing']",groceries|nan|swing,0,groceries,grocery,7
"Had to run out get Nan groceries , so decided swing by Starbucks .  The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking",2020-03-31 00:22:21,Twitter,24,"['Had to run out get Nan groceries , so decided swing by Starbucks .', 'The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking']",0,run get nan groceries decided swing,66,Neutral,"['groceries', 'nan', 'swing']",groceries|nan|swing,1,nan,nan,3
"Had to run out get Nan groceries , so decided swing by Starbucks .  The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking",2020-03-31 00:22:21,Twitter,24,"['Had to run out get Nan groceries , so decided swing by Starbucks .', 'The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking']",0,run get nan groceries decided swing,66,Neutral,"['groceries', 'nan', 'swing']",groceries|nan|swing,2,swing,swing,5
"Had to run out get Nan groceries , so decided swing by Starbucks .  The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking",2020-03-31 00:22:21,Twitter,24,"['Had to run out get Nan groceries , so decided swing by Starbucks .', 'The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking']",1,car front paid drink thank stranger certainly put smile face time anxiety taking,122,Positive,"['anxiety', 'car', 'drink', 'face', 'smile', 'stranger', 'taking']",anxiety|car|drink|face|smile|stranger|taking,0,anxiety,anxiety,7
"Had to run out get Nan groceries , so decided swing by Starbucks .  The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking",2020-03-31 00:22:21,Twitter,24,"['Had to run out get Nan groceries , so decided swing by Starbucks .', 'The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking']",1,car front paid drink thank stranger certainly put smile face time anxiety taking,122,Positive,"['anxiety', 'car', 'drink', 'face', 'smile', 'stranger', 'taking']",anxiety|car|drink|face|smile|stranger|taking,1,car,car,3
"Had to run out get Nan groceries , so decided swing by Starbucks .  The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking",2020-03-31 00:22:21,Twitter,24,"['Had to run out get Nan groceries , so decided swing by Starbucks .', 'The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking']",1,car front paid drink thank stranger certainly put smile face time anxiety taking,122,Positive,"['anxiety', 'car', 'drink', 'face', 'smile', 'stranger', 'taking']",anxiety|car|drink|face|smile|stranger|taking,2,drink,drink,5
"Had to run out get Nan groceries , so decided swing by Starbucks .  The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking",2020-03-31 00:22:21,Twitter,24,"['Had to run out get Nan groceries , so decided swing by Starbucks .', 'The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking']",1,car front paid drink thank stranger certainly put smile face time anxiety taking,122,Positive,"['anxiety', 'car', 'drink', 'face', 'smile', 'stranger', 'taking']",anxiety|car|drink|face|smile|stranger|taking,3,face,face,4
"Had to run out get Nan groceries , so decided swing by Starbucks .  The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking",2020-03-31 00:22:21,Twitter,24,"['Had to run out get Nan groceries , so decided swing by Starbucks .', 'The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking']",1,car front paid drink thank stranger certainly put smile face time anxiety taking,122,Positive,"['anxiety', 'car', 'drink', 'face', 'smile', 'stranger', 'taking']",anxiety|car|drink|face|smile|stranger|taking,4,smile,smile,5
"Had to run out get Nan groceries , so decided swing by Starbucks .  The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking",2020-03-31 00:22:21,Twitter,24,"['Had to run out get Nan groceries , so decided swing by Starbucks .', 'The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking']",1,car front paid drink thank stranger certainly put smile face time anxiety taking,122,Positive,"['anxiety', 'car', 'drink', 'face', 'smile', 'stranger', 'taking']",anxiety|car|drink|face|smile|stranger|taking,5,stranger,stranger,8
"Had to run out get Nan groceries , so decided swing by Starbucks .  The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking",2020-03-31 00:22:21,Twitter,24,"['Had to run out get Nan groceries , so decided swing by Starbucks .', 'The car in front of me paid for my drink Thank you stranger You certainly put a smile on face time where anxiety is taking']",1,car front paid drink thank stranger certainly put smile face time anxiety taking,122,Positive,"['anxiety', 'car', 'drink', 'face', 'smile', 'stranger', 'taking']",anxiety|car|drink|face|smile|stranger|taking,6,taking,take,4
"This morning , someone paid for my coffee at Starbucks .  Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen",2020-03-31 20:44:31,Twitter,25,"['This morning , someone paid for my coffee at Starbucks .', 'Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen']",0,morning someone paid coffee,56,Neutral,['coffee'],coffee,0,coffee,coffee,6
"This morning , someone paid for my coffee at Starbucks .  Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen",2020-03-31 20:44:31,Twitter,25,"['This morning , someone paid for my coffee at Starbucks .', 'Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen']",1,kindness prompted return favor felt amazing know times uncertainty long drive thru line wanted kind bekindgoshen,157,Positive,"['bekindgoshen', 'drive', 'favor', 'kindness', 'know', 'line', 'return', 'times', 'uncertainty']",bekindgoshen|drive|favor|kindness|know|line|return|times|uncertainty,0,bekindgoshen,bekindgoshen,12
"This morning , someone paid for my coffee at Starbucks .  Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen",2020-03-31 20:44:31,Twitter,25,"['This morning , someone paid for my coffee at Starbucks .', 'Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen']",1,kindness prompted return favor felt amazing know times uncertainty long drive thru line wanted kind bekindgoshen,157,Positive,"['bekindgoshen', 'drive', 'favor', 'kindness', 'know', 'line', 'return', 'times', 'uncertainty']",bekindgoshen|drive|favor|kindness|know|line|return|times|uncertainty,1,drive,drive,5
"This morning , someone paid for my coffee at Starbucks .  Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen",2020-03-31 20:44:31,Twitter,25,"['This morning , someone paid for my coffee at Starbucks .', 'Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen']",1,kindness prompted return favor felt amazing know times uncertainty long drive thru line wanted kind bekindgoshen,157,Positive,"['bekindgoshen', 'drive', 'favor', 'kindness', 'know', 'line', 'return', 'times', 'uncertainty']",bekindgoshen|drive|favor|kindness|know|line|return|times|uncertainty,2,favor,favor,5
"This morning , someone paid for my coffee at Starbucks .  Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen",2020-03-31 20:44:31,Twitter,25,"['This morning , someone paid for my coffee at Starbucks .', 'Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen']",1,kindness prompted return favor felt amazing know times uncertainty long drive thru line wanted kind bekindgoshen,157,Positive,"['bekindgoshen', 'drive', 'favor', 'kindness', 'know', 'line', 'return', 'times', 'uncertainty']",bekindgoshen|drive|favor|kindness|know|line|return|times|uncertainty,3,kindness,kindness,8
"This morning , someone paid for my coffee at Starbucks .  Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen",2020-03-31 20:44:31,Twitter,25,"['This morning , someone paid for my coffee at Starbucks .', 'Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen']",1,kindness prompted return favor felt amazing know times uncertainty long drive thru line wanted kind bekindgoshen,157,Positive,"['bekindgoshen', 'drive', 'favor', 'kindness', 'know', 'line', 'return', 'times', 'uncertainty']",bekindgoshen|drive|favor|kindness|know|line|return|times|uncertainty,4,know,know,4
"This morning , someone paid for my coffee at Starbucks .  Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen",2020-03-31 20:44:31,Twitter,25,"['This morning , someone paid for my coffee at Starbucks .', 'Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen']",1,kindness prompted return favor felt amazing know times uncertainty long drive thru line wanted kind bekindgoshen,157,Positive,"['bekindgoshen', 'drive', 'favor', 'kindness', 'know', 'line', 'return', 'times', 'uncertainty']",bekindgoshen|drive|favor|kindness|know|line|return|times|uncertainty,5,line,line,4
"This morning , someone paid for my coffee at Starbucks .  Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen",2020-03-31 20:44:31,Twitter,25,"['This morning , someone paid for my coffee at Starbucks .', 'Their kindness prompted me to return the favor It felt amazing know that in times of uncertainty with a LONG drive thru line just wanted be kind BeKindGoshen']",1,kindness prompted return favor felt amazing know times uncertainty long drive thru line wanted kind bekindgoshen,157,Positive,"['bekindgoshen', 'drive', 'favor', 'kindness', 'know', 'line', 'return', 'times', 'uncertainty']",bekindgoshen|drive|favor|kindness|know|line|return|times|uncertainty,6,return,return,6
