group_flag,groups,X,Y,count
Themes,Customization,1.0,-1.0,4
Themes,Place,-1.0,-1.0,2
Emotions,delighted,1.0000000000000002,1.0,1
Emotions,happy,-1.0,0.9999999999999998,1
