review,date,source,review_id,sentences,sentence_id,sentence,sent_len,emoji_desc
100 Cashback on Rs. 100 Use code HI100 for all your payments Only New Users .  App httpbit. ly1Z7IJn2 httpbit. ly1Mz9zkB,2015-11-08 22:18:08,Twitter,6,"['100 Cashback on Rs.', '100 Use code HI100 for all your payments Only New Users .', 'App httpbit.', 'ly1Z7IJn2 httpbit.', 'ly1Mz9zkB']",0," Cashback on Rs., ",19,
100 Cashback on Rs. 100 Use code HI100 for all your payments Only New Users .  App httpbit. ly1Z7IJn2 httpbit. ly1Mz9zkB,2015-11-08 22:18:08,Twitter,6,"['100 Cashback on Rs.', '100 Use code HI100 for all your payments Only New Users .', 'App httpbit.', 'ly1Z7IJn2 httpbit.', 'ly1Mz9zkB']",1," Use code HI for all your payments Only New Users ., ",57,
100 Cashback on Rs. 100 Use code HI100 for all your payments Only New Users .  App httpbit. ly1Z7IJn2 httpbit. ly1Mz9zkB,2015-11-08 22:18:08,Twitter,6,"['100 Cashback on Rs.', '100 Use code HI100 for all your payments Only New Users .', 'App httpbit.', 'ly1Z7IJn2 httpbit.', 'ly1Mz9zkB']",2,"App httpbit., ",12,
100 Cashback on Rs. 100 Use code HI100 for all your payments Only New Users .  App httpbit. ly1Z7IJn2 httpbit. ly1Mz9zkB,2015-11-08 22:18:08,Twitter,6,"['100 Cashback on Rs.', '100 Use code HI100 for all your payments Only New Users .', 'App httpbit.', 'ly1Z7IJn2 httpbit.', 'ly1Mz9zkB']",3,"lyZIJn httpbit., ",18,
100 Cashback on Rs. 100 Use code HI100 for all your payments Only New Users .  App httpbit. ly1Z7IJn2 httpbit. ly1Mz9zkB,2015-11-08 22:18:08,Twitter,6,"['100 Cashback on Rs.', '100 Use code HI100 for all your payments Only New Users .', 'App httpbit.', 'ly1Z7IJn2 httpbit.', 'ly1Mz9zkB']",4,"lyMzzkB, ",9,
"Bodybuilding and Supplements , Exercises Workouts Dumbbell Press httpbit. ly1StzHQD",2015-10-30 23:07:29,Twitter,7,"['Bodybuilding and Supplements , Exercises Workouts Dumbbell Press httpbit.', 'ly1StzHQD']",0,"Bodybuilding and Supplements , Exercises Workouts Dumbbell Press httpbit., ",73,
"Bodybuilding and Supplements , Exercises Workouts Dumbbell Press httpbit. ly1StzHQD",2015-10-30 23:07:29,Twitter,7,"['Bodybuilding and Supplements , Exercises Workouts Dumbbell Press httpbit.', 'ly1StzHQD']",1,"lyStzHQD, ",9,
Mutual Fund In India Android Apps on Google Play httpbit. ly1Z7IJn2,2015-10-30 23:00:59,Twitter,8,"['Mutual Fund In India Android Apps on Google Play httpbit.', 'ly1Z7IJn2']",0,"Mutual Fund In India Android Apps on Google Play httpbit., ",57,
Mutual Fund In India Android Apps on Google Play httpbit. ly1Z7IJn2,2015-10-30 23:00:59,Twitter,8,"['Mutual Fund In India Android Apps on Google Play httpbit.', 'ly1Z7IJn2']",1,"lyZIJn, ",9,
Rs. 100 Cashback on Use code HI100 for all your payments Only New Users .  App httpbit. ly1Z7IJn2,2015-10-19 17:03:07,Twitter,9,"['Rs.', '100 Cashback on Use code HI100 for all your payments Only New Users .', 'App httpbit.', 'ly1Z7IJn2']",0,"Rs., ",3,
Rs. 100 Cashback on Use code HI100 for all your payments Only New Users .  App httpbit. ly1Z7IJn2,2015-10-19 17:03:07,Twitter,9,"['Rs.', '100 Cashback on Use code HI100 for all your payments Only New Users .', 'App httpbit.', 'ly1Z7IJn2']",1," Cashback on Use code HI for all your payments Only New Users ., ",69,
Rs. 100 Cashback on Use code HI100 for all your payments Only New Users .  App httpbit. ly1Z7IJn2,2015-10-19 17:03:07,Twitter,9,"['Rs.', '100 Cashback on Use code HI100 for all your payments Only New Users .', 'App httpbit.', 'ly1Z7IJn2']",2,"App httpbit., ",12,
Rs. 100 Cashback on Use code HI100 for all your payments Only New Users .  App httpbit. ly1Z7IJn2,2015-10-19 17:03:07,Twitter,9,"['Rs.', '100 Cashback on Use code HI100 for all your payments Only New Users .', 'App httpbit.', 'ly1Z7IJn2']",3,"lyZIJn, ",9,
Rs. 100 Cashback on Use code HI100 for all your payments Only New Users .  Now,2015-10-18 02:52:17,Twitter,10,"['Rs.', '100 Cashback on Use code HI100 for all your payments Only New Users .', 'Now']",0,"Rs., ",3,
Rs. 100 Cashback on Use code HI100 for all your payments Only New Users .  Now,2015-10-18 02:52:17,Twitter,10,"['Rs.', '100 Cashback on Use code HI100 for all your payments Only New Users .', 'Now']",1," Cashback on Use code HI for all your payments Only New Users ., ",69,
Rs. 100 Cashback on Use code HI100 for all your payments Only New Users .  Now,2015-10-18 02:52:17,Twitter,10,"['Rs.', '100 Cashback on Use code HI100 for all your payments Only New Users .', 'Now']",2,"Now, ",3,
Rs. 100 Cashback on Use code HI100 for all your payments Only New Users .  Install App,2015-10-18 02:50:41,Twitter,11,"['Rs.', '100 Cashback on Use code HI100 for all your payments Only New Users .', 'Install App']",0,"Rs., ",3,
Rs. 100 Cashback on Use code HI100 for all your payments Only New Users .  Install App,2015-10-18 02:50:41,Twitter,11,"['Rs.', '100 Cashback on Use code HI100 for all your payments Only New Users .', 'Install App']",1," Cashback on Use code HI for all your payments Only New Users ., ",69,
Rs. 100 Cashback on Use code HI100 for all your payments Only New Users .  Install App,2015-10-18 02:50:41,Twitter,11,"['Rs.', '100 Cashback on Use code HI100 for all your payments Only New Users .', 'Install App']",2,"Install App, ",11,
Vicious Yellow Anarkali Suit httpbit. ly1hLrHVS,2014-04-14 11:48:25,Twitter,12,"['Vicious Yellow Anarkali Suit httpbit.', 'ly1hLrHVS']",0,"Vicious Yellow Anarkali Suit httpbit., ",37,
Vicious Yellow Anarkali Suit httpbit. ly1hLrHVS,2014-04-14 11:48:25,Twitter,12,"['Vicious Yellow Anarkali Suit httpbit.', 'ly1hLrHVS']",1,"lyhLrHVS, ",9,
Plushy Peach Puff Salmon Salwar Kameez httpbit. lyO6WO3m,2014-04-14 11:47:44,Twitter,13,"['Plushy Peach Puff Salmon Salwar Kameez httpbit.', 'lyO6WO3m']",0,"Plushy Peach Puff Salmon Salwar Kameez httpbit., ",47,
Plushy Peach Puff Salmon Salwar Kameez httpbit. lyO6WO3m,2014-04-14 11:47:44,Twitter,13,"['Plushy Peach Puff Salmon Salwar Kameez httpbit.', 'lyO6WO3m']",1,"lyOWOm, ",8,
Party Wear Suits Online httpbit. ly1khu4Q9,2014-04-14 11:47:17,Twitter,14,"['Party Wear Suits Online httpbit.', 'ly1khu4Q9']",0,"Party Wear Suits Online httpbit., ",32,
Party Wear Suits Online httpbit. ly1khu4Q9,2014-04-14 11:47:17,Twitter,14,"['Party Wear Suits Online httpbit.', 'ly1khu4Q9']",1,"lykhuQ, ",9,
"shopping for Salwar Suits , Sarees Lehengas Jewelley",2014-04-14 11:46:58,Twitter,15,"['shopping for Salwar Suits , Sarees Lehengas Jewelley']",0,"shopping for Salwar Suits , Sarees Lehengas Jewelley, ",52,
5 Reasons Youre Not Losing Weight at the Gym Green Coffee httpbit. ly1dJsFOC,2014-04-01 15:44:31,Twitter,16,"['5 Reasons Youre Not Losing Weight at the Gym Green Coffee httpbit.', 'ly1dJsFOC']",0," Reasons Youre Not Losing Weight at the Gym Green Coffee httpbit., ",66,
5 Reasons Youre Not Losing Weight at the Gym Green Coffee httpbit. ly1dJsFOC,2014-04-01 15:44:31,Twitter,16,"['5 Reasons Youre Not Losing Weight at the Gym Green Coffee httpbit.', 'ly1dJsFOC']",1,"lydJsFOC, ",9,
What exercises can I do in the gym for weight loss httpbit. ly1dJsFOC,2014-04-01 15:41:33,Twitter,17,"['What exercises can I do in the gym for weight loss httpbit.', 'ly1dJsFOC']",0,"What exercises can I do in the gym for weight loss httpbit., ",59,
What exercises can I do in the gym for weight loss httpbit. ly1dJsFOC,2014-04-01 15:41:33,Twitter,17,"['What exercises can I do in the gym for weight loss httpbit.', 'ly1dJsFOC']",1,"lydJsFOC, ",9,
Following a Cardio Plan for Weight Loss how lose weight around waist,2014-04-01 14:16:07,Twitter,18,['Following a Cardio Plan for Weight Loss how lose weight around waist'],0,"Following a Cardio Plan for Weight Loss how lose weight around waist, ",68,
how lose weight around waist,2014-04-01 14:15:04,Twitter,19,['how lose weight around waist'],0,"how lose weight around waist, ",28,
how lose weight after pregnancy,2014-04-01 14:14:19,Twitter,20,['how lose weight after pregnancy'],0,"how lose weight after pregnancy, ",31,
how lose weight at home,2014-04-01 14:13:58,Twitter,21,['how lose weight at home'],0,"how lose weight at home, ",23,
The Top FatBurning Foods httpbit. ly1dJsFOC,2014-03-31 20:14:52,Twitter,22,"['The Top FatBurning Foods httpbit.', 'ly1dJsFOC']",0,"The Top FatBurning Foods httpbit., ",33,
The Top FatBurning Foods httpbit. ly1dJsFOC,2014-03-31 20:14:52,Twitter,22,"['The Top FatBurning Foods httpbit.', 'ly1dJsFOC']",1,"lydJsFOC, ",9,
